age	sex	party	party guess	race	ethnicity	precinct	prop value	voted 2010	voted 2011	voted 2012	voted 2013	voted 2014	voted 2015	voted 2016	voted 2017	voted 2018	voted 2019	voted 2020	voted 2021
50	U	D	D	ASIAN	EASTASIAN	3	700.0							False	False	True	False	False	False
42	M	D	D	ASIAN	BRITISH	4	790.0							False	False	True	True	False	True
31	F	D	D	WHITE	BRITISH	3	600.0											False	True
56	F	D	D	WHITE	BRITISH	2	850.0					False	False	False	False	False	False	False	False
49	M	D	D	WHITE	INDIANSUBCONTINENT	4	390.0	False	False	False	False	False	False	True	False	False	False	True	True
42	F	R	R	WHITE	BRITISH	1	770.0				False	False	False	False	False	False	True	False	False
48	F	U	D	WHITE	ITALIAN	4	1220.0	False	False	False	False	False	False	False	False	False	False	True	True
18	M	U	U	UNKNOWN	BRITISH	4	520.0											False	False
68	F	U	D	WHITE	BRITISH	5	530.0	False	False	False	True	True	True	True	True	True	True	True	True
46	U	U	D	ASIAN	EASTASIAN	2	720.0										True	True	True
46	U	U	R	ASIAN	EASTASIAN	2	820.0										True	True	True
51	M	D	D	WHITE	ITALIAN	2	700.0	False	False	False	False	False	False	False	False	False	False	False	True
23	M	U	U	WHITE	MUSLIM	3	910.0								False	False	False	False	False
61	M	U	D	WHITE	BRITISH	3	570.0	True	False	False	False	False	False	False	False	False	False	False	False
45	F	U	D	ASIAN	INDIANSUBCONTINENT	3	720.0							True	False	False	True	False	False
22	U	U	U	ASIAN	INDIANSUBCONTINENT	1	670.0										True	False	False
50	M	U	D	WHITE	BRITISH	4	730.0								False	False	False	False	False
52	U	D	D	ASIAN	MUSLIM	4	520.0	False	False	False	False	False	False	False	False	False	False	False	False
64	M	U	D	WHITE	BRITISH	3	850.0	False	False	False	False	False	False	False	False	False	False	False	False
80	F	D	D	ASIAN	EASTASIAN	5	360.0	False	False	False	False	False	False	False	False	True	False	False	False
99	F	D	D	WHITE	JEWISH	1	370.0	False	False	False	False	False	False	False	False	False	False	False	False
47	F	D	D	WHITE	BRITISH	1	420.0							False	False	False	True	False	True
29	F	U	D	WHITE	BRITISH	2	780.0										False	False	False
82	F	U	D	WHITE	JEWISH	3	590.0	True	False	False	False	True	False	True	True	True	True	True	True
36	F	U	U	WHITE	BRITISH	2	870.0												False
67	U	U	D	BLACK	HISPANIC	2	480.0	False	False	False	False	False	False	False	False	False	True	True	False
74	M	R	R	WHITE	BRITISH	4	600.0	False	False	False	False	False	False	True	False	False	False	False	False
31	M	U	U	ASIAN	INDIANSUBCONTINENT	3	560.0		False	False	False	False	False	False	False	False	False	False	False
79	U	U	U	ASIAN	INDIANSUBCONTINENT	3	930.0										False	False	False
25	M	U	U	WHITE	NORDIC	1	450.0							True	False	False	True	False	False
35	U	U	U	UNKNOWN	GERMANIC	2	430.0												
25	F	D	D	WHITE	FRENCH	1	420.0						False	False	False	False	False	True	True
61	F	U	D	WHITE	BRITISH	5	410.0	False	False	False	False	False	False	False	False	False	False	False	False
63	F	D	D	WHITE	BRITISH	4	510.0									False	False	False	True
54	F	U	U	UNKNOWN	JEWISH	1	400.0											False	False
37	M	U	D	WHITE	BRITISH	4	390.0								False	False	False	False	False
63	F	U	R	WHITE	BRITISH	4	130.0	False	False	False	False	False	False	False	False	False	False	False	False
64	M	U	D	WHITE	BRITISH	1	560.0	False	False	False	False	False	False	False	False	True	True	False	True
52	F	U	R	WHITE	BRITISH	3	780.0	False	False	False	False	False	False	True	False	True	True	False	False
55	M	R	R	ASIAN	EASTASIAN	5	530.0	False	False	False	False	False	False	False	False	False	False	False	False
55	F	D	D	WHITE	BRITISH	4	420.0	False	False	False	True	False	False	True	False	True	True	True	True
34	F	D	D	WHITE	BRITISH	1	440.0							False	False	False	False	False	False
78	F	U	D	ASIAN	INDIANSUBCONTINENT	4	430.0										False	False	False
57	F	D	D	WHITE	BRITISH	5	500.0	False	False	False	False	False	False	False	False	False	False	False	False
65	F	D	D	WHITE	JEWISH	2	490.0	False	False	False	False	False	False	False	False	False	False	False	False
75	F	U	D	WHITE	BRITISH	2	740.0	False	False	False	False	False	False	True	True	False	True	False	False
49	F	R	R	WHITE	ITALIAN	4	1140.0	False	False	False	True	False	True	True	True	False	True	True	True
62	M	U	R	WHITE	BRITISH	2	500.0	False	False	False	False	False	False	False	False	False	False	False	False
65	F	U	D	WHITE	JEWISH	3	640.0	False	False	False	False	True	False	False	False	False	False	False	False
49	M	U	U	WHITE	BRITISH	3		False	False	False	False	False	False	False	False	False	False	False	False
57	F	D	D	WHITE	JEWISH	3	420.0	False	False	False	False	False	False	False	False	False	True	False	True
59	F	D	D	WHITE	BRITISH	5	510.0	False	False	False	False	False	False	True	False	True	False	False	False
67	F	U	D	WHITE	BRITISH	5	540.0	False	False	False	False	False	False	False	False	False	False	False	True
90	U	U	D	ASIAN	EASTASIAN	1									False	False	False	False	False
42	F	D	D	WHITE	BRITISH	3	480.0	False	False	False	False	False	False	False	False	False	False	False	False
55	F	U	D	WHITE	BRITISH	1	440.0	False	False	False	False	False	False	False	False	False	False	False	False
62	M	U	D	WHITE	JEWISH	1	620.0	False	False	False	False	False	False	False	False	False	False	False	False
20	M	U	D	WHITE	FRENCH	5											False	True	True
41	F	D	D	WHITE	JEWISH	1	580.0	False	False	False	False	False	False	True	False	False	True	True	True
41	U	D	D	ASIAN	INDIANSUBCONTINENT	3	620.0	False	False	False	False	False	False	False	False	False	False	False	False
68	F	U	D	WHITE	BRITISH	2	400.0	False	False	False	True	True	False	False	False	False	False	True	False
66	F	U	D	WHITE	BRITISH	1	560.0	False	False	False	False	False	False	False	False	False	False	True	False
53	U	D	D	BLACK	BRITISH	3	600.0	False	False	False	False	False	False	False	False	False	False	False	False
81	F	U	D	WHITE	BRITISH	5	460.0	True	False	False	True	False	False	False	False	False	False	False	False
50	F	U	U	HISPANIC	HISPANIC	2	650.0												False
20	M	U	D	WHITE	BRITISH	2	520.0										False	False	False
51	F	D	D	WHITE	EASTEUROPEAN	3	620.0	False	False	False	False	True	False	True	False	False	True	False	False
62	M	U	D	WHITE	BRITISH	1	480.0		False	False	True	False	True	True	True	True	True	True	True
40	F	D	D	WHITE	JEWISH	2	850.0			False	False	False	False	False	False	False	True	False	False
67	F	U	U	UNKNOWN	ITALIAN	1	520.0												
28	M	U	U	UNKNOWN	JEWISH	2	490.0												
21	M	R	R	WHITE	BRITISH	1	450.0											False	False
42	U	U	D	ASIAN	MUSLIM	2	1410.0							False	False	False	False	False	False
84	M	U	D	WHITE	HISPANIC	2	590.0	False	False	False	False	False	True	False	False	False	False	False	False
50	F	D	D	WHITE	BRITISH	4	390.0	False	False	False	False	False	False	True	False	True	False	True	True
84	F	U	D	WHITE	BRITISH	5	590.0	False	False	False	False	False	False	False	False	False	False	False	False
53	F	D	D	WHITE	BRITISH	1	480.0	False	False	False	False	False	False	False	False	False	True	False	True
45	U	U	D	WHITE	EASTEUROPEAN	1	590.0				False	False	False	True	False	False	True	True	True
56	M	U	U	WHITE	JEWISH	3	770.0								False	False	False	False	False
52	F	D	D	WHITE	BRITISH	1		False	False	False	False	False	False	False	False	False	False	False	False
80	F	R	R	WHITE	BRITISH	1		False	False	False	True	False	False	True	False	False	False	False	False
63	U	U	R	WHITE	BRITISH	3	460.0	False	False	False	True	True	True	True	True	True	True	False	True
27	F	U	D	WHITE	ITALIAN	5	780.0							False	False	False	False	False	False
71	M	U	D	WHITE	BRITISH	2	730.0	False	False	False	False	False	False	False	False	False	True	True	True
74	U	R	R	WHITE	JEWISH	1		False	False	False	False	False	False	False	False	False	False	False	False
51	F	D	D	WHITE	JEWISH	2	520.0	False	False	False	False	False	True	True	False	True	True	True	True
70	F	U	D	WHITE	JEWISH	2	700.0	False	False	False	True	True	True	True	False	False	True	True	True
71	F	U	D	WHITE	BRITISH	3	490.0	False	False	False	False	True	False	False	False	False	False	False	False
80	M	D	D	WHITE	JEWISH	5	580.0	False	False	False	False	False	False	True	False	False	False	False	False
60	M	U	R	WHITE	JEWISH	5	630.0	False	False	False	True	True	True	False	False	False	True	False	False
50	F	D	D	WHITE	JEWISH	2	760.0	False	False	False	True	False	True	True	False	True	True	True	True
20	F	D	D	WHITE	NORDIC	5	410.0										False	False	True
23	M	U	D	ASIAN	EASTASIAN	4	770.0								False	False	False	False	False
32	F	U	D	WHITE	JEWISH	1	680.0	False	False	False	False	False	False	False	False	False	False	False	False
72	M	U	D	WHITE	BRITISH	1	970.0	False	False	False	False	True	False	False	False	False	False	False	False
71	F	U	U	WHITE	BRITISH	3	690.0	False	False	False	False	True	False	False	False	False	False	False	False
42	F	U	U	WHITE	BRITISH	5					False	False	False	False	False	False	False	False	False
61	M	R	R	WHITE	JEWISH	1	650.0	False	False	False	False	False	False	False	False	False	False	False	False
56	M	D	D	WHITE	BRITISH	1	450.0	False	False	False	False	False	False	False	False	True	True	True	True
47	U	U	U	UNKNOWN	INDIANSUBCONTINENT	4	790.0												
66	M	U	D	WHITE	GERMANIC	4	430.0	False	False	False	True	True	True	True	True	True	True	True	True
79	M	U	R	WHITE	BRITISH	5	590.0	False	False	False	False	False	False	False	False	False	False	False	False
69	M	D	D	WHITE	BRITISH	4	820.0	False	False	False	False	False	False	False	False	False	False	False	False
55	M	U	R	ASIAN	EASTASIAN	5	360.0	False	False	False	False	False	False	False	False	False	False	False	False
78	F	U	D	WHITE	ITALIAN	5	460.0	False	False	False	True	True	False	False	True	True	False	False	False
56	M	U	U	WHITE	BRITISH	2	1070.0	False	False	False	False	False	False	False	False	False	False	False	False
24	U	U	D	BLACK	AFRICANS	5	670.0											False	False
22	F	D	D	ASIAN	MUSLIM	5	390.0									False	False	False	False
68	F	U	D	WHITE	BRITISH	4	390.0	False	False	False	True	False	False	False	True	False	True	True	True
40	F	U	D	WHITE	BRITISH	1	600.0	False	False	False	False	False	False	True	False	False	True	False	False
53	M	U	D	HISPANIC	HISPANIC	3	750.0	False	False	False	False	True	False	False	False	False	True	True	False
62	F	D	D	WHITE	BRITISH	3	1110.0	True	False	False	False	True	False	False	False	False	False	False	False
71	F	D	D	WHITE	JEWISH	3	500.0	False	False	False	False	True	False	False	False	True	True	False	False
34	M	U	D	WHITE	JEWISH	3	730.0	False	False	False	False	False	False	False	False	False	False	False	False
92	F	R	R	WHITE	HISPANIC	2	510.0	True	False	False	False	True	False	True	True	True	True	True	False
63	F	R	R	ASIAN	BRITISH	4	980.0	False	False	False	False	False	False	False	False	False	False	False	False
58	M	U	D	WHITE	BRITISH	4	880.0	False	False	False	False	False	False	False	False	False	False	False	False
22	U	D	D	ASIAN	EASTASIAN	3	640.0											False	False
53	F	D	D	WHITE	JEWISH	3	750.0	False	False	False	False	False	False	False	False	False	True	False	True
22	F	D	D	ASIAN	INDIANSUBCONTINENT	3	1110.0									False	False	False	False
37	M	D	D	WHITE	FRENCH	5	970.0				False	False	False	False	False	False	False	False	False
65	M	U	R	WHITE	ITALIAN	4	700.0	False	False	False	False	False	False	False	False	False	True	False	False
71	F	U	D	WHITE	BRITISH	5	730.0	False	False	False	False	False	False	False	True	False	False	False	False
19	M	U	U	UNKNOWN	BRITISH	2	410.0											False	True
65	M	D	D	WHITE	BRITISH	1	410.0	False	False	False	False	False	False	False	False	False	False	False	False
67	F	D	D	WHITE	BRITISH	1	300.0											False	False
76	M	U	D	WHITE	BRITISH	1	600.0	True	False	False	False	False	False	True	False	True	True	False	True
74	F	U	D	WHITE	JEWISH	4	560.0	True	False	False	False	False	False	False	False	False	False	True	False
56	F	R	R	WHITE	HISPANIC	2	550.0	False	False	False	False	False	False	False	False	False	True	False	False
69	M	U	U	WHITE	EASTEUROPEAN	3	480.0	False	False	False	False	False	False	False	False	False	False	False	False
62	F	D	D	WHITE	JEWISH	4	750.0	False	False	False	False	False	False	False	False	False	False	False	False
39	F	R	R	WHITE	HISPANIC	2	540.0											False	False
54	F	D	D	WHITE	BRITISH	5	440.0	False	False	False	True	True	True	True	True	True	True	True	True
40	M	D	D	WHITE	BRITISH	2	420.0								False	False	True	True	False
23	F	U	U	WHITE	BRITISH	2	750.0								False	False	False	False	False
25	F	U	D	ASIAN	BRITISH	4	470.0								False	False	False	False	False
53	M	D	D	HISPANIC	HISPANIC	5	540.0								False	False	False	False	False
61	M	R	R	WHITE	BRITISH	5	670.0										False	False	False
42	M	D	D	WHITE	BRITISH	3	470.0	False	False	False	False	False	False	True	False	False	False	False	False
43	M	D	D	WHITE	JEWISH	3	680.0	False	False	False	False	False	False	False	False	False	False	False	False
63	F	U	D	WHITE	GERMANIC	5	570.0	False	False	False	False	False	False	True	False	True	True	True	True
52	M	U	U	WHITE	BRITISH	3	530.0	True	False	False	False	False	False	False	False	False	False	False	False
37	F	U	U	WHITE	EASTEUROPEAN	2	690.0							False	False	False	False	False	False
20	M	U	D	WHITE	AFRICANS	3	730.0									False	False	False	False
36	U	D	D	UNKNOWN	EASTASIAN	2	1170.0												
72	F	U	U	UNKNOWN	INDIANSUBCONTINENT	2	490.0												False
81	M	D	D	WHITE	BRITISH	4	440.0	False	False	False	True	True	False	False	False	False	True	False	True
50	F	U	D	WHITE	JEWISH	3	750.0	False	False	False	False	True	False	False	True	False	True	True	True
41	M	D	D	UNKNOWN	JEWISH	2	660.0												
44	U	U	D	ASIAN	EASTASIAN	4	470.0									True	True	True	True
38	M	U	U	ASIAN	EASTASIAN	3	720.0								False	False	False	False	True
73	M	U	D	WHITE	JEWISH	4	650.0	True	False	False	False	False	False	False	True	False	True	False	False
82	F	U	D	WHITE	BRITISH	2	540.0	True	False	False	False	False	False	False	False	False	False	True	False
50	F	U	D	WHITE	ITALIAN	4	430.0	False	False	False	False	False	False	False	False	False	False	False	True
36	F	U	D	WHITE	NORDIC	4	560.0	False	False	False	False	False	False	False	False	False	False	False	False
55	M	U	U	UNKNOWN	JEWISH	5													False
34	M	U	D	WHITE	JEWISH	1	520.0	True	False	False	False	True	False	True	False	False	True	False	False
74	F	U	D	WHITE	BRITISH	5	560.0	False	False	False	False	False	False	False	False	False	True	False	False
75	F	U	D	UNKNOWN	JEWISH	5	510.0	True	False	False	False	False	False	True	False	True	False	False	True
79	F	U	R	WHITE	FRENCH	3	360.0	False	False	False	False	False	False	False	False	False	False	False	False
73	U	U	D	BLACK	AFRICANS	5	670.0								False	False	False	False	False
26	M	U	U	WHITE	BRITISH	3	750.0					True	False	False	False	False	False	False	False
68	M	R	R	WHITE	BRITISH	3	840.0	False	False	False	False	False	False	False	False	False	False	False	False
31	U	D	D	BLACK	HISPANIC	3	600.0				False	False	False	False	False	False	False	False	False
39	M	U	D	WHITE	NORDIC	5	390.0	False	False	False	False	False	False	False	False	False	False	False	False
58	M	U	D	WHITE	BRITISH	2	580.0	False	False	False	False	False	False	False	False	False	False	False	False
54	F	U	D	WHITE	JEWISH	5	860.0	True	False	False	False	False	False	False	False	False	False	False	False
22	F	D	D	WHITE	BRITISH	5	400.0											False	False
48	U	U	U	UNKNOWN	INDIANSUBCONTINENT	3	740.0												
30	F	U	U	WHITE	BRITISH	5	720.0	False	False	False	False	False	False	False	False	False	False	False	False
23	F	D	D	ASIAN	INDIANSUBCONTINENT	4	590.0											False	False
47	U	U	U	ASIAN	EASTASIAN	2	700.0												True
81	F	U	D	WHITE	JEWISH	3	410.0	False	False	False	False	False	False	False	False	False	False	False	False
63	F	U	D	WHITE	EASTEUROPEAN	2	830.0	False	False	False	False	False	False	False	False	False	False	False	False
48	M	R	R	WHITE	BRITISH	5	1020.0				False	False	False	False	False	False	False	False	False
58	F	U	D	WHITE	BRITISH	4	830.0	False	False	False	True	False	True	True	False	True	True	False	True
53	F	R	R	WHITE	BRITISH	5	510.0							False	False	False	False	False	False
58	M	U	D	WHITE	BRITISH	5	870.0	True	False	False	False	False	False	False	False	False	False	False	False
42	F	U	U	UNKNOWN	EASTASIAN	3	1070.0												False
60	U	U	U	UNKNOWN	ITALIAN	5	580.0												
48	F	R	R	WHITE	BRITISH	2	920.0	False	False	False	False	False	False	True	False	False	False	False	False
52	M	D	D	WHITE	BRITISH	2	610.0		False	False	False	False	False	True	False	False	True	False	True
48	M	U	U	WHITE	MUSLIM	3	550.0								False	False	False	False	False
55	M	U	D	WHITE	JEWISH	3	500.0	False	False	False	False	False	False	False	False	False	False	False	False
61	F	U	D	WHITE	JEWISH	2	530.0	True	False	False	False	False	False	False	False	False	False	False	False
72	M	R	R	WHITE	MUSLIM	5	380.0	False	False	False	False	False	False	False	False	False	False	False	False
20	F	U	U	WHITE	BRITISH	2	910.0										False	False	False
34	F	U	D	WHITE	BRITISH	1	210.0	False	True	False	False	False	False	False	False	False	False	False	False
51	F	U	D	WHITE	BRITISH	2	590.0	False	False	False	False	False	False	True	False	False	True	False	False
55	U	D	D	BLACK	JAPANESE	3	500.0	False	False	False	False	False	False	False	False	False	False	False	False
26	F	U	D	WHITE	MUSLIM	3	910.0							False	False	False	False	False	False
61	F	U	D	WHITE	JEWISH	3	520.0	False	False	False	True	False	False	False	False	True	True	False	False
38	M	D	D	HISPANIC	HISPANIC	3	520.0	False	False	False	False	False	False	False	False	False	False	False	False
19	F	U	U	UNKNOWN	EASTASIAN	4	640.0											False	True
45	F	R	R	WHITE	BRITISH	4	430.0											False	False
40	F	U	U	UNKNOWN	BRITISH	2	710.0												
82	M	D	D	WHITE	JEWISH	1	420.0	False	False	False	False	True	False	False	False	False	False	True	False
70	F	D	D	WHITE	JEWISH	5	780.0	False	False	False	False	False	False	False	False	False	False	False	False
26	M	U	U	WHITE	BRITISH	4	790.0								False	False	False	False	False
48	M	U	D	WHITE	BRITISH	1	590.0	False	False	False	False	False	False	True	False	True	True	True	True
